record_id,field_id,date,state,district,crop,crop_variety,growth_stage,crop_age_days,area_acres,soil_type,soil_ph,nitrogen,phosphorus,potassium,soil_moisture,temperature,humidity,rainfall,rain_probability,wind_speed,leaf_wetness_hours,sunlight_hours,irrigation_level,previous_disease,previous_pest,disease_history,pest_history,ndvi,vegetation_health,disease,disease_probability,pest,pest_probability,severity,risk_score,risk_level,recommended_action,data_source
REC_01596,FIELD_043,2026-01-20,Andhra Pradesh,Chittoor,Tomato,Vaibhav Fresh,Vegetative,31,14.4,Sandy Loam,6.63,70,63,48,93.0,21.0,85.2,16.1,0.76,27.9,7.8,3.2,Excessive,1,1,High,High,0.5,60.2,Tomato Late Blight,0.98,None,0.05,MEDIUM,74.8,HIGH,Apply Metalaxyl + Mancozeb preventively; rogue out infected plants,synthetic_training_data
REC_04052,FIELD_089,2026-03-06,Rajasthan,Bikaner,Chickpea,JAKI-9218,Maturity,105,11.0,Black Soil,7.33,73,63,58,80.2,17.7,78.1,46.4,0.8,18.2,5.8,3.6,Excessive,1,1,High,High,0.525,53.7,Chickpea Fusarium Wilt,0.82,None,0.14,MEDIUM,69.3,HIGH,Seed dress with Trichoderma viride; sow wilt-resistant cultivars,synthetic_training_data
REC_01530,FIELD_062,2025-09-14,Haryana,Hisar,Wheat,HD-2967 Prime,Maturity,120,5.7,Alluvial,7.5,106,55,18,57.3,17.1,42.3,1.4,0.4,24.8,0.5,8.2,Deficit,0,0,Low,Moderate,0.803,85.3,None,0.05,None,0.09,LOW,8.0,LOW,Maintain regular monitoring and standard agronomic hygiene.,synthetic_training_data
REC_09816,FIELD_006,2025-11-13,Karnataka,Belagavi,Soybean,NRC-37,Pod Filling,72,5.0,Clay Loam,7.05,116,30,73,70.1,24.4,58.1,0.0,0.27,4.4,0.5,8.6,Adequate,0,0,Moderate,Moderate,0.817,91.6,None,0.04,None,0.12,LOW,8.0,LOW,Maintain regular monitoring and standard agronomic hygiene.,synthetic_training_data
REC_07040,FIELD_026,2026-07-12,Andhra Pradesh,Chittoor,Tomato,Arka Rakshak,Flowering,58,3.7,Sandy Loam,6.48,109,41,54,66.5,28.1,83.6,13.8,0.9,17.1,6.2,6.3,Adequate,0,0,None,None,0.666,72.5,Tomato Early Blight,0.91,None,0.2,LOW,46.5,MEDIUM,Apply Mancozeb 75 WP (2g/L); stake plants off moist soil,synthetic_training_data
REC_02937,FIELD_073,2025-08-17,Karnataka,Mandya,Sugarcane,Co-0118,Germination,33,10.3,Alluvial Loam,7.12,67,25,16,91.0,32.1,75.9,54.6,0.88,14.6,12.3,2.2,Excessive,0,0,Moderate,None,0.596,63.2,Sugarcane Red Rot,0.9,None,0.18,HIGH,52.6,HIGH,Rogue infected clumps; drench root zone with Trichoderma; ensure drainage,synthetic_training_data
REC_06688,FIELD_065,2025-11-19,Andhra Pradesh,Guntur,Cotton,Bollgard-II,Square Formation,70,6.1,Medium Black,6.89,52,24,15,23.5,27.8,46.5,0.0,0.14,7.2,4.0,7.0,Deficit,0,1,Moderate,High,0.668,76.9,Cotton Leaf Curl Virus,0.53,Thrips,0.42,LOW,49.1,MEDIUM,Control whitefly vectors using Diafenthiuron 50 WP; remove infected weeds,synthetic_training_data
REC_03174,FIELD_023,2026-07-16,Maharashtra,Kolhapur,Sugarcane,Co-86032 Sweet,Tillering,51,2.9,Deep Black,6.95,69,39,46,94.1,31.0,91.3,28.1,0.99,16.5,7.2,3.2,Rainfed,0,0,None,Moderate,0.553,63.1,Sugarcane Red Rot,0.88,None,0.09,MEDIUM,59.6,HIGH,Rogue infected clumps; drench root zone with Trichoderma; ensure drainage,synthetic_training_data
REC_00223,FIELD_092,2026-06-28,Uttar Pradesh,Agra,Potato,Kufri Chipsona,Stolon Formation,60,14.2,Alluvial,5.99,80,25,58,70.7,16.5,80.8,10.4,0.77,7.2,10.5,4.8,Rainfed,1,0,High,Moderate,0.592,51.7,Potato Late Blight,0.98,None,0.09,MEDIUM,64.2,HIGH,Spray Cymoxanil 8% + Mancozeb 64% WP upon morning blight advisory,synthetic_training_data
REC_08257,FIELD_021,2026-06-13,Telangana,Warangal,Rice,Swarna Medium,Heading,98,2.4,Alluvial,6.43,131,31,25,73.3,32.9,78.7,24.0,0.91,23.3,8.4,5.6,Adequate,1,0,High,Low,0.569,65.0,Bacterial Leaf Blight,0.98,None,0.18,HIGH,68.4,HIGH,Apply Copper Oxychloride 50 WP with Streptomycin; ensure drainage,synthetic_training_data
REC_01316,FIELD_092,2025-12-30,Gujarat,Dahod,Soybean,JS-335 Standard,Vegetative,28,9.7,Clay Loam,6.9,53,40,40,47.0,34.6,56.9,0.0,0.11,26.9,3.7,6.9,Deficit,1,1,High,High,0.413,35.8,Soybean Anthracnose,0.71,Stem Fly,0.81,HIGH,89.2,CRITICAL,Apply Carbendazim 12% + Mancozeb 63% WP @ 2g/L Also Seed treatment with Thiamethoxam 30 FS; foliar spray of Quinalphos,synthetic_training_data
REC_08431,FIELD_089,2025-12-28,Gujarat,Dahod,Soybean,NRC-37,Emergence,11,12.4,Clay Loam,6.02,87,55,56,88.5,28.8,83.6,35.1,0.83,19.4,14.5,4.0,Deficit,0,1,None,High,0.551,51.2,Soybean Anthracnose,0.93,None,0.11,HIGH,71.4,HIGH,Apply Carbendazim 12% + Mancozeb 63% WP @ 2g/L,synthetic_training_data
REC_09039,FIELD_040,2026-03-17,West Bengal,Hooghly,Potato,Kufri Chipsona,Tuber Bulking,77,10.8,Loam,8.24,85,38,35,86.1,24.7,68.7,0.0,0.37,16.0,2.0,6.7,Excessive,1,1,High,High,0.543,61.5,Potato Black Scurf,0.88,None,0.04,MEDIUM,63.6,HIGH,Tuber dip with Boric acid (3%) and practice earthing up,synthetic_training_data
REC_00019,FIELD_086,2026-05-14,Karnataka,Dharwad,Groundnut,JL-24,Maturity,110,12.8,Red Sandy Loam,7.54,71,54,36,27.5,32.0,50.6,0.0,0.08,10.2,4.3,6.9,Deficit,0,0,Low,Low,0.806,96.0,Groundnut Collar Rot,0.71,None,0.03,LOW,28.1,LOW,Seed treatment with Trichoderma harzianum; avoid deep planting,synthetic_training_data
REC_04907,FIELD_051,2025-10-12,Haryana,Hisar,Wheat,WH-1105,Seedling,14,2.4,Alluvial,6.77,86,24,35,71.6,26.5,94.4,17.6,0.87,25.2,9.7,4.1,Rainfed,1,0,High,Moderate,0.609,62.3,Wheat Brown Rust,0.98,None,0.05,MEDIUM,65.4,HIGH,Apply Tebuconazole 250 EC @ 1ml/L; monitor flag leaves,synthetic_training_data
REC_07364,FIELD_035,2025-12-17,Andhra Pradesh,Anantapur,Groundnut,Kadiri-6,Maturity,111,9.3,Medium Black,8.0,65,34,42,64.5,31.5,89.6,11.1,0.61,13.5,6.3,5.1,Rainfed,1,0,High,Moderate,0.654,54.4,Groundnut Collar Rot,0.98,None,0.06,HIGH,59.9,HIGH,Seed treatment with Trichoderma harzianum; avoid deep planting,synthetic_training_data
REC_04496,FIELD_055,2026-04-15,Rajasthan,Bikaner,Chickpea,JG-11,Seedling,16,4.1,Alluvial,5.62,36,25,32,69.7,25.4,57.4,0.8,0.53,17.5,2.8,8.4,Rainfed,0,1,None,High,0.73,70.3,Chickpea Fusarium Wilt,0.82,None,0.18,LOW,43.8,MEDIUM,Seed dress with Trichoderma viride; sow wilt-resistant cultivars,synthetic_training_data
REC_04746,FIELD_022,2025-11-13,Rajasthan,Kota,Wheat,DBW-187,Tillering,46,12.1,Loam,6.23,87,35,56,57.7,13.2,42.7,1.5,0.45,4.1,0.1,9.2,Deficit,0,0,Low,Low,0.725,81.6,Wheat Yellow Rust,0.39,None,0.12,LOW,18.7,LOW,Foliar spray of Propiconazole 25 EC @ 1ml/L at first stripe sighting,synthetic_training_data
REC_06760,FIELD_035,2026-07-18,Telangana,Warangal,Rice,Basmati-Super,Booting,82,1.3,Clay Loam,6.49,64,43,41,92.7,29.0,74.0,3.5,0.55,9.2,3.3,8.5,Excessive,1,1,High,High,0.57,54.6,Bacterial Leaf Blight,0.91,None,0.07,HIGH,67.1,HIGH,Apply Copper Oxychloride 50 WP with Streptomycin; ensure drainage,synthetic_training_data
REC_07761,FIELD_020,2025-06-22,Rajasthan,Kota,Wheat,WH-1105,Seedling,10,6.2,Clay Loam,6.97,95,54,46,78.9,14.6,85.0,39.2,0.58,12.7,12.4,5.6,Adequate,0,0,Low,Moderate,0.678,67.9,Wheat Yellow Rust,0.85,None,0.14,MEDIUM,50.0,MEDIUM,Foliar spray of Propiconazole 25 EC @ 1ml/L at first stripe sighting,synthetic_training_data
REC_06035,FIELD_092,2026-02-06,Andhra Pradesh,Guntur,Cotton,Bollgard-II,Square Formation,64,9.6,Deep Clay,5.99,111,22,50,78.8,29.0,76.9,41.9,0.88,7.8,15.9,3.6,Excessive,0,1,Moderate,High,0.532,59.1,Cotton Bacterial Blight,0.71,None,0.12,MEDIUM,57.1,HIGH,Spray Copper Oxychloride 50 WP (2.5g/L) + Streptocycline (1g/10L),synthetic_training_data
REC_06740,FIELD_073,2026-07-06,Telangana,Warangal,Rice,Swarna Medium,Maturity,126,5.3,Clay,7.73,35,31,68,23.5,24.3,58.2,0.0,0.19,9.3,2.6,6.9,Deficit,0,1,Moderate,High,0.825,93.0,None,0.18,None,0.05,LOW,12.8,LOW,Maintain regular monitoring and standard agronomic hygiene.,synthetic_training_data
REC_04554,FIELD_078,2026-03-29,Andhra Pradesh,Chittoor,Tomato,Vaibhav Fresh,Fruit Setting,74,2.3,Red Sandy,7.19,83,44,58,57.8,24.3,42.7,4.0,0.53,18.8,0.7,10.4,Rainfed,0,0,None,Moderate,0.786,91.1,Tomato Early Blight,0.4,None,0.15,LOW,15.0,LOW,Apply Mancozeb 75 WP (2g/L); stake plants off moist soil,synthetic_training_data
REC_05927,FIELD_038,2026-01-10,Gujarat,Bharuch,Banana,Grand Naine,Shooting,218,13.5,Clay Loam,6.67,84,41,50,84.8,33.9,85.2,42.2,0.93,16.3,15.2,4.4,Excessive,0,0,Low,None,0.666,79.7,Banana Sigatoka Leaf Spot,0.75,None,0.13,MEDIUM,46.5,MEDIUM,Spray Propiconazole 25 EC with mineral oil emulsion; cut diseased leaves,synthetic_training_data
REC_06951,FIELD_020,2026-05-14,Karnataka,Kolar,Tomato,Vaibhav Fresh,Vegetative,27,2.7,Red Sandy,6.08,96,64,56,59.7,33.9,65.0,0.6,0.55,14.5,1.3,7.9,Adequate,0,0,None,Low,0.608,53.6,Tomato Leaf Curl,0.7,Whiteflies,0.71,MEDIUM,61.6,HIGH,Manage whitefly vectors with yellow traps and Imidacloprid 17.8 SL Also Install yellow sticky cards; spray NSKE 5% neem extract,synthetic_training_data
REC_07894,FIELD_032,2025-10-16,Rajasthan,Kota,Wheat,PBW-550 Early,Seedling,20,2.7,Alluvial,6.12,56,21,47,68.6,27.7,62.5,0.0,0.02,20.9,1.6,6.5,Rainfed,0,1,Low,High,0.644,58.2,Wheat Brown Rust,0.46,Termites,0.77,MEDIUM,65.0,HIGH,Apply Tebuconazole 250 EC @ 1ml/L; monitor flag leaves Also Apply Chlorpyrifos 20 EC or Fipronil 5 SC in irrigation furrow,synthetic_training_data
REC_00130,FIELD_089,2026-03-24,Uttar Pradesh,Varanasi,Rice,IR-64 High-Yield,Seedling,22,10.2,Clay,7.33,55,10,78,88.8,34.7,97.2,18.7,0.76,7.2,15.7,4.0,Excessive,0,0,Moderate,Low,0.72,77.0,Bacterial Leaf Blight,0.77,None,0.12,LOW,48.8,MEDIUM,Apply Copper Oxychloride 50 WP with Streptomycin; ensure drainage,synthetic_training_data
REC_05324,FIELD_031,2026-01-19,Gujarat,Junagadh,Groundnut,GG-20 Bold,Pod Development,96,2.5,Sandy Loam,6.74,87,69,43,78.5,32.5,83.0,42.0,0.58,27.3,8.3,5.2,Adequate,0,0,Moderate,None,0.722,68.1,Groundnut Collar Rot,0.87,None,0.06,LOW,50.6,MEDIUM,Seed treatment with Trichoderma harzianum; avoid deep planting,synthetic_training_data
REC_06797,FIELD_010,2026-01-29,Uttar Pradesh,Muzaffarnagar,Sugarcane,Co-0238 Champion,Maturity,289,9.2,Clay Loam,7.1,29,28,45,60.7,25.1,68.7,0.0,0.16,22.4,0.8,7.5,Rainfed,0,0,Low,Low,0.776,90.7,Sugarcane Smut,0.52,None,0.03,LOW,21.7,LOW,Remove and incinerate whips in plastic bags; dip setts in Propiconazole,synthetic_training_data
REC_07480,FIELD_089,2025-12-09,Tamil Nadu,Erode,Sugarcane,CoM-0265,Germination,28,5.9,Alluvial Loam,6.7,93,44,39,85.6,25.9,78.8,47.5,0.63,27.9,5.9,2.7,Deficit,0,0,Moderate,Moderate,0.644,66.9,Sugarcane Smut,0.76,None,0.17,LOW,42.2,MEDIUM,Remove and incinerate whips in plastic bags; dip setts in Propiconazole,synthetic_training_data
REC_02735,FIELD_033,2025-07-28,Uttar Pradesh,Banda,Chickpea,JG-11,Seedling,10,8.7,Alluvial,6.15,69,30,36,74.4,24.9,59.6,0.0,0.35,15.8,1.5,6.5,Adequate,0,0,Moderate,Low,0.621,75.3,Chickpea Fusarium Wilt,0.79,None,0.14,LOW,33.2,MEDIUM,Seed dress with Trichoderma viride; sow wilt-resistant cultivars,synthetic_training_data
REC_00189,FIELD_060,2025-11-14,Madhya Pradesh,Indore,Tomato,Pusa Ruby,Fruit Setting,70,5.3,Loam,7.06,80,47,23,71.2,24.1,34.3,2.8,0.49,25.7,4.1,10.4,Rainfed,0,0,Moderate,Low,0.768,92.7,None,0.11,None,0.06,LOW,8.0,LOW,Maintain regular monitoring and standard agronomic hygiene.,synthetic_training_data
REC_03214,FIELD_071,2025-10-10,Karnataka,Kolar,Tomato,Pusa Ruby,Fruit Maturation,113,7.6,Loam,5.88,68,20,61,60.7,21.4,90.2,13.7,0.94,8.1,12.1,3.7,Adequate,0,0,Low,Moderate,0.684,70.0,Tomato Late Blight,0.74,None,0.14,LOW,39.8,MEDIUM,Apply Metalaxyl + Mancozeb preventively; rogue out infected plants,synthetic_training_data
REC_08289,FIELD_002,2026-03-20,Punjab,Ludhiana,Rice,Basmati-Super,Tillering,51,8.1,Clay,6.5,111,50,34,74.0,24.3,66.2,0.5,0.53,26.5,4.3,6.6,Deficit,1,0,High,Moderate,0.607,60.0,Rice Blast,0.98,None,0.12,MEDIUM,62.3,HIGH,Apply Tricyclazole 75 WP @ 0.6g/L; drain excess water,synthetic_training_data
REC_09734,FIELD_078,2026-04-17,Punjab,Ludhiana,Rice,Pusa-44,Heading,102,15.0,Alluvial,7.41,73,27,36,81.6,34.6,92.6,45.8,0.92,7.9,6.4,2.6,Excessive,1,0,High,None,0.648,58.7,Bacterial Leaf Blight,0.98,None,0.13,MEDIUM,70.3,HIGH,Apply Copper Oxychloride 50 WP with Streptomycin; ensure drainage,synthetic_training_data
REC_09371,FIELD_078,2025-11-20,Rajasthan,Kota,Wheat,PBW-550 Early,Seedling,19,6.0,Clay Loam,7.22,87,40,15,75.6,18.6,72.1,0.0,0.31,24.3,0.2,9.7,Rainfed,1,0,High,Low,0.564,56.7,Wheat Powdery Mildew,0.95,None,0.2,HIGH,60.3,HIGH,Apply Wettable Sulfur (0.2%) or Hexaconazole 5 EC,synthetic_training_data
REC_02621,FIELD_083,2026-07-01,Maharashtra,Nashik,Tomato,Sivaji F1,Seedling,24,11.8,Red Sandy,7.03,83,30,22,72.7,29.2,68.0,0.0,0.23,21.2,4.1,7.7,Rainfed,0,1,None,High,0.679,71.8,Tomato Leaf Curl,0.82,None,0.16,MEDIUM,47.4,MEDIUM,Manage whitefly vectors with yellow traps and Imidacloprid 17.8 SL,synthetic_training_data
REC_02237,FIELD_093,2026-05-30,Rajasthan,Kota,Wheat,DBW-187,Seedling,12,1.7,Loam,6.97,139,35,51,90.5,10.8,78.2,14.1,0.79,19.3,11.8,4.7,Excessive,0,1,None,High,0.606,56.1,Wheat Yellow Rust,0.78,None,0.12,HIGH,53.4,HIGH,Foliar spray of Propiconazole 25 EC @ 1ml/L at first stripe sighting,synthetic_training_data
REC_03835,FIELD_027,2026-02-12,Telangana,Warangal,Rice,Basmati-Super,Tillering,37,11.8,Clay,6.76,118,23,65,52.5,28.2,76.4,19.0,0.74,15.0,11.8,6.4,Deficit,1,1,High,High,0.435,43.2,Rice Sheath Blight,0.98,Yellow Stem Borer,0.96,HIGH,98.5,CRITICAL,Apply Validamycin 3L @ 2.5ml/L; optimize plant spacing Also Apply Cartap hydrochloride 4G; install light traps,synthetic_training_data
REC_03800,FIELD_006,2025-12-29,Karnataka,Gadag,Onion,AgriFound Dark Red,Seedling,33,8.8,Clay Loam,6.47,54,40,44,71.1,15.8,45.4,0.0,0.27,4.3,4.5,10.4,Rainfed,0,0,Moderate,None,0.733,81.3,None,0.16,None,0.12,LOW,8.0,LOW,Maintain regular monitoring and standard agronomic hygiene.,synthetic_training_data
REC_01213,FIELD_094,2025-10-14,Madhya Pradesh,Sehore,Wheat,Sharbati Gold,Jointing,73,9.9,Clay Loam,7.08,109,40,64,78.8,10.8,36.9,0.0,0.07,8.4,2.1,7.1,Excessive,1,1,High,High,0.729,71.8,Wheat Yellow Rust,0.63,None,0.13,LOW,50.5,MEDIUM,Foliar spray of Propiconazole 25 EC @ 1ml/L at first stripe sighting,synthetic_training_data
REC_07500,FIELD_019,2026-03-13,Punjab,Ludhiana,Rice,Swarna Medium,Heading,103,4.4,Clay Loam,7.51,58,37,47,92.2,30.5,33.6,0.0,0.38,20.4,0.7,10.8,Excessive,0,0,Moderate,Low,0.875,83.7,None,0.2,None,0.2,LOW,8.0,LOW,Maintain regular monitoring and standard agronomic hygiene.,synthetic_training_data
REC_00650,FIELD_034,2026-05-28,Telangana,Warangal,Cotton,Bunny Bt,Square Formation,56,4.6,Medium Black,6.46,86,67,64,50.9,32.8,39.8,0.0,0.05,13.8,4.5,7.0,Adequate,0,1,Low,High,0.534,61.9,Cotton Leaf Curl Virus,0.69,Thrips,0.48,MEDIUM,57.9,HIGH,Control whitefly vectors using Diafenthiuron 50 WP; remove infected weeds,synthetic_training_data
REC_05333,FIELD_041,2026-02-08,Maharashtra,Nagpur,Cotton,Suraj,Flowering,88,13.5,Black Soil,6.49,60,35,46,46.7,30.6,70.0,0.0,0.34,27.4,4.7,8.2,Deficit,0,0,None,Low,0.727,67.5,Cotton Bacterial Blight,0.69,None,0.16,LOW,34.0,MEDIUM,Spray Copper Oxychloride 50 WP (2.5g/L) + Streptocycline (1g/10L),synthetic_training_data
REC_07664,FIELD_100,2025-06-24,Andhra Pradesh,Guntur,Cotton,Bt-Cotton-II,Square Formation,68,2.9,Deep Clay,6.65,49,38,65,31.3,24.7,58.2,0.0,0.05,5.6,4.3,6.1,Deficit,0,0,Moderate,Low,0.782,81.5,Cotton Leaf Curl Virus,0.49,None,0.06,LOW,18.9,LOW,Control whitefly vectors using Diafenthiuron 50 WP; remove infected weeds,synthetic_training_data
REC_03249,FIELD_020,2025-07-01,Telangana,Warangal,Rice,Pusa-44,Heading,101,4.8,Clay Loam,7.0,125,16,63,70.4,28.1,87.6,9.6,0.71,4.8,5.5,6.3,Rainfed,0,0,Low,Low,0.702,77.9,Rice Sheath Blight,0.8,None,0.03,LOW,38.0,MEDIUM,Apply Validamycin 3L @ 2.5ml/L; optimize plant spacing,synthetic_training_data
REC_00437,FIELD_093,2025-07-17,Telangana,Nizamabad,Maize,ProAgro-4212,Tasseling,59,8.0,Loam,6.82,58,48,33,75.4,25.4,37.6,1.8,0.44,8.6,0.8,6.1,Deficit,0,0,Moderate,None,0.834,94.6,None,0.14,Aphids,0.56,LOW,19.1,LOW,Spray NSKE 5% or Thiamethoxam 25 WG @ 0.3g/L,synthetic_training_data
REC_06782,FIELD_087,2026-05-18,Maharashtra,Nagpur,Chili,Guntur Sannam,Flowering,62,2.6,Red Sandy,6.6,88,48,40,50.4,35.3,95.0,6.7,0.95,19.8,12.7,3.5,Adequate,0,0,Moderate,Low,0.78,82.3,None,0.21,None,0.18,LOW,14.6,LOW,Maintain regular monitoring and standard agronomic hygiene.,synthetic_training_data
REC_03537,FIELD_019,2026-01-15,Haryana,Karnal,Rice,Pusa-44,Maturity,135,5.3,Alluvial,7.02,78,35,43,75.8,21.0,85.0,5.9,0.86,16.6,8.8,4.7,Deficit,0,0,Moderate,Low,0.629,66.2,Rice Blast,0.74,None,0.03,LOW,40.5,MEDIUM,Apply Tricyclazole 75 WP @ 0.6g/L; drain excess water,synthetic_training_data
REC_08293,FIELD_075,2026-05-11,Telangana,Warangal,Cotton,Bt-Cotton-II,Seedling,24,6.5,Black Soil,6.99,50,26,83,54.0,28.2,47.7,2.7,0.42,24.9,0.1,8.8,Adequate,0,0,None,Low,0.814,90.1,None,0.1,None,0.11,LOW,8.0,LOW,Maintain regular monitoring and standard agronomic hygiene.,synthetic_training_data
REC_07026,FIELD_042,2025-08-13,Rajasthan,Kota,Wheat,HD-2967 Prime,Tillering,38,14.5,Loam,7.9,86,29,43,83.9,21.4,83.1,38.5,0.71,5.6,10.4,4.8,Rainfed,0,1,Moderate,High,0.656,60.4,Wheat Brown Rust,0.78,Aphids,0.42,HIGH,71.1,HIGH,Apply Tebuconazole 250 EC @ 1ml/L; monitor flag leaves,synthetic_training_data
REC_04279,FIELD_081,2026-01-28,Madhya Pradesh,Chhindwara,Maize,DKC-9108,Seedling,14,2.7,Sandy Loam,6.4,63,51,64,80.2,27.8,65.4,0.0,0.24,19.7,0.1,10.9,Excessive,0,0,Moderate,Low,0.878,95.5,None,0.06,None,0.08,LOW,8.0,LOW,Maintain regular monitoring and standard agronomic hygiene.,synthetic_training_data
REC_03182,FIELD_054,2025-11-02,Andhra Pradesh,Guntur,Cotton,Bt-Cotton-II,Flowering,87,7.1,Medium Black,7.71,106,72,62,69.9,31.8,87.3,23.1,0.99,15.9,5.9,3.9,Deficit,0,0,Low,Low,0.677,71.4,Cotton Bacterial Blight,0.81,None,0.13,LOW,46.5,MEDIUM,Spray Copper Oxychloride 50 WP (2.5g/L) + Streptocycline (1g/10L),synthetic_training_data
REC_04911,FIELD_024,2026-06-06,Telangana,Warangal,Cotton,Bollgard-II,Seedling,23,9.0,Medium Black,6.94,102,33,58,66.9,30.8,58.8,0.0,0.25,25.6,2.9,7.7,Rainfed,0,0,Low,Low,0.648,59.3,Cotton Leaf Curl Virus,0.76,Thrips,0.76,HIGH,61.3,HIGH,Control whitefly vectors using Diafenthiuron 50 WP; remove infected weeds Also Spray Spinosad 45 SC @ 0.3ml/L; avoid moisture stress,synthetic_training_data
REC_06184,FIELD_093,2026-05-15,Madhya Pradesh,Indore,Tomato,Abhinav Hybrid,Fruit Setting,76,6.9,Loam,7.66,70,41,31,66.3,21.0,47.1,3.3,0.55,27.1,3.7,10.2,Adequate,1,1,High,High,0.637,62.8,Tomato Late Blight,0.8,None,0.13,HIGH,57.7,HIGH,Apply Metalaxyl + Mancozeb preventively; rogue out infected plants,synthetic_training_data
REC_07800,FIELD_088,2025-10-17,Karnataka,Kolar,Tomato,Abhinav Hybrid,Fruit Setting,81,3.6,Sandy Loam,6.44,60,59,45,57.4,32.1,30.7,0.0,0.02,23.1,0.4,6.8,Adequate,0,0,None,Low,0.723,93.7,None,0.03,None,0.09,LOW,8.0,LOW,Maintain regular monitoring and standard agronomic hygiene.,synthetic_training_data
REC_09196,FIELD_050,2026-07-21,Uttar Pradesh,Meerut,Wheat,WH-1105,Heading,79,12.7,Clay Loam,7.13,64,47,42,58.4,26.2,54.7,0.0,0.04,7.0,1.9,7.4,Rainfed,1,1,High,High,0.375,26.7,Wheat Brown Rust,0.81,Aphids,0.77,HIGH,94.1,CRITICAL,Apply Tebuconazole 250 EC @ 1ml/L; monitor flag leaves Also Spray Thiamethoxam 25 WG @ 0.3g/L or 5% neem extract,synthetic_training_data
REC_04547,FIELD_031,2025-09-24,Maharashtra,Latur,Pigeon Pea,BSMR-736,Maturity,179,13.8,Red Sandy,6.94,94,41,41,35.4,22.3,59.9,0.0,0.13,6.3,4.8,8.4,Deficit,1,1,High,High,0.493,33.0,Chickpea Fusarium Wilt,0.98,Pod Borer,0.44,HIGH,89.7,CRITICAL,Crop rotation with sorghum; soil application of Trichoderma,synthetic_training_data
REC_04485,FIELD_047,2025-09-03,Uttar Pradesh,Agra,Potato,Kufri Jyoti,Tuber Bulking,80,9.6,Alluvial,7.53,93,41,32,73.2,13.3,76.0,0.0,0.26,23.1,4.0,7.0,Adequate,0,0,None,Low,0.739,80.6,None,0.08,None,0.02,LOW,8.0,LOW,Maintain regular monitoring and standard agronomic hygiene.,synthetic_training_data
REC_05283,FIELD_084,2026-02-23,Karnataka,Belagavi,Soybean,JS-335 Standard,Pod Filling,73,14.4,Clay Loam,7.79,81,42,74,93.9,24.3,85.8,27.6,0.8,9.7,10.4,5.4,Excessive,0,1,None,High,0.622,56.0,Soybean Rust,0.93,None,0.19,HIGH,65.2,HIGH,Spray Hexaconazole 5% EC @ 2ml/L to lower canopy surfaces,synthetic_training_data
REC_04740,FIELD_026,2026-06-08,Madhya Pradesh,Chhindwara,Maize,Pioneer-3396,Tasseling,49,11.8,Sandy Loam,7.27,118,31,45,86.5,34.1,89.0,19.2,0.93,23.9,10.2,6.3,Excessive,0,0,Moderate,Low,0.819,93.2,None,0.12,None,0.19,LOW,8.0,LOW,Maintain regular monitoring and standard agronomic hygiene.,synthetic_training_data
REC_09496,FIELD_044,2026-01-12,Gujarat,Banaskantha,Potato,Kufri Pukhraj,Stolon Formation,57,12.3,Alluvial,7.13,66,46,49,63.0,22.7,70.9,0.0,0.07,20.5,3.8,10.4,Adequate,0,0,None,Moderate,0.73,68.4,Potato Black Scurf,0.88,None,0.09,MEDIUM,37.0,MEDIUM,Tuber dip with Boric acid (3%) and practice earthing up,synthetic_training_data
REC_08209,FIELD_085,2025-10-06,Karnataka,Haveri,Chili,Guntur Sannam,Harvesting,141,4.0,Loam,6.66,55,30,27,57.6,21.9,92.0,13.5,0.86,5.6,15.5,5.8,Rainfed,1,0,High,None,0.518,60.8,Chili Anthracnose,0.84,None,0.08,HIGH,61.5,HIGH,Spray Azoxystrobin 23% SC or Difenoconazole; pick diseased pods,synthetic_training_data
REC_07034,FIELD_067,2025-09-10,Punjab,Jalandhar,Potato,Kufri Chandramukhi,Sprouting,15,13.7,Loam,6.98,104,22,18,88.3,27.9,85.5,51.6,0.66,10.3,15.9,2.1,Deficit,0,0,Moderate,None,0.596,67.0,Potato Black Scurf,0.67,None,0.15,HIGH,52.3,HIGH,Tuber dip with Boric acid (3%) and practice earthing up,synthetic_training_data
REC_02667,FIELD_001,2025-11-27,Rajasthan,Bikaner,Groundnut,Kadiri-6,Vegetative,33,2.0,Red Sandy Loam,5.95,71,48,55,66.7,33.4,89.2,13.5,0.61,13.8,12.5,2.9,Adequate,0,0,Moderate,Low,0.664,69.0,Groundnut Collar Rot,0.75,None,0.07,MEDIUM,41.3,MEDIUM,Seed treatment with Trichoderma harzianum; avoid deep planting,synthetic_training_data
REC_00635,FIELD_062,2026-05-16,Punjab,Ludhiana,Rice,IR-64 High-Yield,Seedling,19,3.6,Alluvial,6.04,24,40,51,86.9,24.8,77.8,39.6,0.97,16.7,15.1,5.4,Rainfed,0,1,None,High,0.512,63.0,Rice Blast,0.75,None,0.08,HIGH,56.4,HIGH,Apply Tricyclazole 75 WP @ 0.6g/L; drain excess water,synthetic_training_data
REC_03133,FIELD_038,2026-03-07,Madhya Pradesh,Vidisha,Chickpea,Vijay,Branching,25,2.0,Alluvial,6.65,97,23,15,57.6,28.1,78.5,23.3,0.69,22.6,7.9,2.5,Deficit,1,1,High,High,0.388,29.6,Chickpea Fusarium Wilt,0.98,None,0.16,HIGH,78.7,CRITICAL,Seed dress with Trichoderma viride; sow wilt-resistant cultivars,synthetic_training_data
